word_1,word_2,simlex_999,word2vec_cbow,word2vec_skipgram,fasttext_cbow,fasttext_skipgram
understand,listen,4.68,0.17151666,0.1911784,0.0039004046,0.2815293
expand,grow,8.27,0,0,0.03487892,0.13957691
borrow,sell,1.73,0,0,0.054350466,0.32530951
keep,protect,5.4,-0.059674982,-0.00966812,-0.043960784,0.093921006
explain,prove,4.1,0.34747154,0.36639822,-0.0091747865,0.24922557
assume,pretend,3.72,0.14040488,0.061911516,0.09230792,0.37935376
agree,please,4.13,0.30458984,0.39471295,0.1027173,0.29993135
forgive,forget,3.92,0.3446595,0.40068638,0.5739174,0.5136555
clarify,explain,8.33,0,0,0.025075318,0.24043204
understand,forgive,4.87,0.23001955,0.29366004,0.09337353,0.33197922
remind,forget,0.87,0.24349508,0.28748578,0.1304418,0.47041008
get,remain,1.6,0.3678731,0.36700282,0.13820677,0.30696863
realize,discover,7.47,0,0,0.11126388,0.22006392
require,inquire,1.82,0,0,0.61949587,0.3912054
ignore,ask,1.07,0,0,-0.10049667,0.14254728
think,inquire,4.77,0,0,0.061837357,0.2675362
reject,avoid,4.78,0,0,0.158879,0.26332843
argue,persuade,6.23,0.06254468,0.16884644,0.057686705,0.27101594
pursue,persuade,3.17,0.43525425,0.3800137,0.26705417,0.3421713
accept,forgive,3.73,0.28765434,0.28077912,0.15241316,0.32213977
do,quit,1.17,0.12046709,0.06948107,0.040306076,0.20664103
investigate,examine,8.1,0,0,0.13651478,0.2957185
discuss,explain,6.67,0.31003696,0.31062487,0.088392645,0.1541041
owe,lend,2.32,0.30651096,0.3278865,0.1202462,0.32424968
explore,discover,8.48,-0.10259222,-0.031841565,-0.029853798,0.1664353
complain,argue,4.8,0.031048747,0.0811092,0.17797215,0.34964737
withdraw,reject,6.38,0,0,0.18324223,0.34362626
keep,borrow,2.25,0,0,0.05145437,0.23980515
beg,ask,6,0.3471534,0.34178606,0.08196729,0.34044045
arrange,organize,8.27,0,0,0.21933599,0.37401175
reduce,shrink,8.02,0,0,-0.18611719,0.077026054
speak,acknowledge,4.67,0,0,-0.1559752,0.17476502
give,borrow,2.22,0,0,-0.025197314,0.19214812
kill,defend,2.63,0.25095803,0.31574222,0.056321297,0.20015226
disappear,shrink,5.8,0,0,0.052054133,0.12514237
deliver,carry,3.88,0.46158335,0.43368706,-0.050543115,0.256803
breathe,choke,1.37,0,0,-0.061300494,0.16912991
acknowledge,notify,5.3,0,0,0.093705945,0.28406787
become,seem,2.63,0.30494982,0.32235667,0.105855465,0.19564676
pretend,seem,4.68,0.2507857,0.17427374,0.053924922,0.28740415
accomplish,become,4,0.13950388,0.12776564,0.3652648,0.32672694
contemplate,think,8.82,0,0,0.03154144,0.09515701
determine,predict,5.8,0,0,0.024828026,0.24463205
please,entertain,5,0,0,-0.095949344,0.09896005
remain,retain,5.75,0.3080658,0.30589002,0.66522914,0.273743
pretend,portray,7.03,0,0,-0.0347652,0.29492322
forget,retain,0.63,0.20449056,0.09963328,0.2530469,0.30086094
want,choose,4.78,0.08571865,0.0894202,0.043921124,0.2518304
lose,get,0.77,0.23951799,0.270068,0.03828914,0.37392107
try,think,2.62,0.38096684,0.33096546,0.16658565,0.15494378
become,appear,4.77,0.29552752,0.3199158,0.15713221,0.2785106
leave,ignore,4.42,0,0,0.0032764857,0.06799946
accept,recommend,2.75,0,0,0.14523827,0.38387612
leave,wander,3.57,0.01641921,-0.008433437,0.09800532,0.30840486
keep,give,1.05,0.4845938,0.49072087,0.1935701,0.3151036
give,allow,5.15,0.49668008,0.5197288,0.12404427,0.29758036
bring,send,2.97,0.49311537,0.5615989,0.10239435,0.28231615
absorb,learn,5.48,0,0,-0.03388312,0.27500758
acquire,find,6.38,0,0,0.13074487,0.20506217
leave,appear,0.97,0.21323867,0.20386508,0.1751531,0.279158
create,destroy,0.63,0.65500623,0.6904248,0.053572763,0.40309098
begin,go,7.42,0.45864132,0.4061492,0.2615775,0.25785896
get,buy,5.08,0.37666017,0.34451857,0.15907004,0.36938867
collect,save,6.67,0.09158731,0.09812032,-0.10475859,0.09682811
replace,restore,5.73,0.27108324,0.3022759,0.3301871,0.17455177
join,add,8.1,-0.0070663975,0.07138726,0.032591928,0.11296756
join,marry,5.35,0.29758427,0.36165547,0.25681618,0.14490534
accept,deliver,1.58,0.45369646,0.4583884,0.11246596,0.26747236
attach,join,7.75,0,0,-0.1294104,0.14370306
put,hang,3,-0.08195647,-0.075747706,0.17314197,0.3164163
go,sell,0.97,0.16950811,0.16345894,0.09562457,0.10500735
communicate,pray,3.55,0.04002241,0.02871463,0.10639873,0.25773183
give,steal,0.5,0,0,-0.16722082,0.24776398
add,build,4.92,0.09553411,0.10452375,-0.095819145,0.032605346
bring,restore,2.62,0.27689904,0.29732138,-0.0072536105,0.20128585
comprehend,satisfy,2.55,0.27368647,0.2547515,0.06489322,0.17156053
portray,decide,1.18,0,0,-0.025790796,0.120727934
organize,become,1.77,0,0,-0.030149424,0.10249483
give,know,0.88,0.1761696,0.14364374,0.08040364,0.40102327
say,verify,4.9,0,0,0.082713,0.20552954
cooperate,join,5.18,0,0,-0.00170452,0.2764207
arrange,require,0.98,0,0,0.1582695,0.3384455
borrow,want,1.77,0,0,-0.04569142,0.14351861
investigate,pursue,7.15,0,0,0.042598877,0.06999604
ignore,explore,0.4,0,0,0.31517705,0.19685976
bring,complain,0.98,-0.09823573,-0.025093146,0.048170276,0.24886446
enter,owe,0.68,-0.11357584,-0.043032918,0.043955866,0.2527498
portray,notify,0.78,0,0,-0.015382221,0.40320817
remind,sell,0.4,0.17781787,0.21776773,-0.067194305,0.032601073
absorb,possess,5,0,0,-0.028637601,0.30107883
join,acquire,2.85,0,0,-0.04180357,0.15620008
send,attend,1.67,0.41314602,0.39971063,0.4762686,0.37783828
gather,attend,4.8,0.24232124,0.20816502,0.094211385,0.120631345
absorb,withdraw,2.97,0,0,0.11988059,0.24906194
attend,arrive,6.08,0.2614947,0.2594797,0.13607891,0.27349082
